sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S04_fog_s3,S04,video_016,dev,corrupted,fog,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/fog/s3/S04_fog_s3.mp4,"{""mask_mean"":0.3266923725605011,""severity"":0.35,""k"":1.22,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.46120086312294006,0.4854745864868164,0.5097483396530151],""depth_min"":0.0,""depth_max"":1.0}",0.621254,0.024886,compression,0.999909,"{""haze_fog"":0.568662,""rain"":0.02033,""snow"":0.044405,""low_light"":1e-06,""motion_blur"":0.236703,""defocus_blur"":0.021684,""glare_flare"":0.009989,""vignetting"":0.000103,""sensor_noise"":0.000181,""exposure_shift"":0.894683,""compression"":0.999909,""lens_occlusion"":0.008821}","{""haze_fog"":0.196261,""rain"":0.525064,""snow"":0.300755,""low_light"":0.074808,""motion_blur"":0.138468,""defocus_blur"":0.148585,""glare_flare"":0.264757,""vignetting"":0.052182,""sensor_noise"":0.044914,""exposure_shift"":0.505422,""compression"":0.64347,""lens_occlusion"":0.117161}","[{""issue"":""compression"",""prob"":0.999909},{""issue"":""exposure_shift"",""prob"":0.894683},{""issue"":""haze_fog"",""prob"":0.568662}]"
S04_fog_s4,S04,video_016,dev,corrupted,fog,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/fog/s4/S04_fog_s4.mp4,"{""mask_mean"":0.37164923548698425,""severity"":0.55,""k"":1.46,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.49289435148239136,0.5188361406326294,0.5447779893875122],""depth_min"":0.0,""depth_max"":1.0}",0.413809,0.020057,compression,0.999923,"{""haze_fog"":0.796004,""rain"":0.04612,""snow"":0.007171,""low_light"":2e-06,""motion_blur"":0.141188,""defocus_blur"":0.022935,""glare_flare"":0.006651,""vignetting"":0.000187,""sensor_noise"":0.000128,""exposure_shift"":0.952793,""compression"":0.999923,""lens_occlusion"":0.007109}","{""haze_fog"":0.211776,""rain"":0.567991,""snow"":0.267231,""low_light"":0.080996,""motion_blur"":0.127107,""defocus_blur"":0.146166,""glare_flare"":0.256305,""vignetting"":0.062405,""sensor_noise"":0.04422,""exposure_shift"":0.591649,""compression"":0.634765,""lens_occlusion"":0.111602}","[{""issue"":""compression"",""prob"":0.999923},{""issue"":""exposure_shift"",""prob"":0.952793},{""issue"":""haze_fog"",""prob"":0.796004}]"
S04_fog_s5,S04,video_016,dev,corrupted,fog,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/fog/s5/S04_fog_s5.mp4,"{""mask_mean"":0.41190361976623535,""severity"":0.75,""k"":1.7,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.43022769689559937,0.45287126302719116,0.47551482915878296],""depth_min"":0.0,""depth_max"":1.0}",0.216134,0.017111,compression,0.999866,"{""haze_fog"":0.922282,""rain"":0.057469,""snow"":0.005664,""low_light"":2e-06,""motion_blur"":0.125475,""defocus_blur"":0.02677,""glare_flare"":0.003563,""vignetting"":0.000132,""sensor_noise"":5.5e-05,""exposure_shift"":0.949185,""compression"":0.999866,""lens_occlusion"":0.006769}","{""haze_fog"":0.241017,""rain"":0.586066,""snow"":0.272932,""low_light"":0.090888,""motion_blur"":0.127936,""defocus_blur"":0.162833,""glare_flare"":0.249188,""vignetting"":0.072541,""sensor_noise"":0.040817,""exposure_shift"":0.632245,""compression"":0.640506,""lens_occlusion"":0.10494}","[{""issue"":""compression"",""prob"":0.999866},{""issue"":""exposure_shift"",""prob"":0.949185},{""issue"":""haze_fog"",""prob"":0.922282}]"
S04_rain_s1,S04,video_016,dev,corrupted,rain,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/rain/s1/S04_rain_s1.mp4,"{""mask_mean"":0.008593648672103882,""severity"":0.08,""alpha"":0.08846772886943353,""eta"":0.7415781335235605,""depth_separation_exp"":1.6,""density"":0.0014510962664131253,""density_far"":0.0009432125731685314,""density_near"":0.0005078836932445939,""base_angle_deg"":87.5553401514133,""far_angle_deg"":93.92566947773264,""near_angle_deg"":81.89898791231093,""blur_sigma"":0.2900383216895235,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.041999999999999996,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""extra_desat"":0.0048,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.925000,0.392044,compression,0.999988,"{""haze_fog"":0.374059,""rain"":0.002509,""snow"":0.486571,""low_light"":9.2e-05,""motion_blur"":0.0,""defocus_blur"":0.002632,""glare_flare"":0.130963,""vignetting"":0.220755,""sensor_noise"":0.0,""exposure_shift"":0.458687,""compression"":0.999988,""lens_occlusion"":0.007574}","{""haze_fog"":0.0873,""rain"":0.18678,""snow"":0.139625,""low_light"":0.096998,""motion_blur"":0.002809,""defocus_blur"":0.009105,""glare_flare"":0.244805,""vignetting"":0.121623,""sensor_noise"":0.00324,""exposure_shift"":0.108725,""compression"":0.025073,""lens_occlusion"":0.108175}","[{""issue"":""compression"",""prob"":0.999988},{""issue"":""snow"",""prob"":0.486571},{""issue"":""exposure_shift"",""prob"":0.458687},{""issue"":""haze_fog"",""prob"":0.374059}]"
S04_rain_s2,S04,video_016,dev,corrupted,rain,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/rain/s2/S04_rain_s2.mp4,"{""mask_mean"":0.01325162686407566,""severity"":0.18,""alpha"":0.10854985408935164,""eta"":0.8364396605354045,""depth_separation_exp"":1.6,""density"":0.0022101551902452125,""density_far"":0.0014366008736593882,""density_near"":0.0007735543165858244,""base_angle_deg"":80.41528894783477,""far_angle_deg"":81.64157414270616,""near_angle_deg"":75.32124671412123,""blur_sigma"":0.36705284983131126,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.056999999999999995,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""extra_desat"":0.010799999999999999,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.830646,0.348460,compression,0.999991,"{""haze_fog"":0.364671,""rain"":0.003689,""snow"":0.475233,""low_light"":0.00085,""motion_blur"":0.0,""defocus_blur"":0.002113,""glare_flare"":0.119876,""vignetting"":0.352876,""sensor_noise"":0.0,""exposure_shift"":0.332178,""compression"":0.999991,""lens_occlusion"":0.006931}","{""haze_fog"":0.081003,""rain"":0.193527,""snow"":0.182227,""low_light"":0.130659,""motion_blur"":0.002498,""defocus_blur"":0.008715,""glare_flare"":0.232182,""vignetting"":0.127171,""sensor_noise"":0.004667,""exposure_shift"":0.097983,""compression"":0.025462,""lens_occlusion"":0.099344}","[{""issue"":""compression"",""prob"":0.999991},{""issue"":""snow"",""prob"":0.475233},{""issue"":""haze_fog"",""prob"":0.364671},{""issue"":""vignetting"",""prob"":0.352876},{""issue"":""exposure_shift"",""prob"":0.332178}]"
S04_rain_s3,S04,video_016,dev,corrupted,rain,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/rain/s3/S04_rain_s3.mp4,"{""mask_mean"":0.029725654050707817,""severity"":0.35,""alpha"":0.15794134904200946,""eta"":1.052859356418153,""depth_separation_exp"":1.6,""density"":0.00328767122297319,""density_far"":0.0021369862949325736,""density_near"":0.0011506849280406165,""base_angle_deg"":82.34314997255055,""far_angle_deg"":90.27415161387599,""near_angle_deg"":86.12600798637651,""blur_sigma"":0.4494268986361843,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.08249999999999999,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""extra_desat"":0.020999999999999998,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.668458,0.296138,compression,0.999997,"{""haze_fog"":0.500504,""rain"":0.030879,""snow"":0.35771,""low_light"":0.014989,""motion_blur"":0.0,""defocus_blur"":0.001659,""glare_flare"":0.097345,""vignetting"":0.469781,""sensor_noise"":4e-06,""exposure_shift"":0.471836,""compression"":0.999997,""lens_occlusion"":0.008139}","{""haze_fog"":0.075199,""rain"":0.223383,""snow"":0.250391,""low_light"":0.170243,""motion_blur"":0.001775,""defocus_blur"":0.00804,""glare_flare"":0.230138,""vignetting"":0.128775,""sensor_noise"":0.007511,""exposure_shift"":0.104374,""compression"":0.022199,""lens_occlusion"":0.091371}","[{""issue"":""compression"",""prob"":0.999997},{""issue"":""haze_fog"",""prob"":0.500504},{""issue"":""exposure_shift"",""prob"":0.471836},{""issue"":""vignetting"",""prob"":0.469781},{""issue"":""snow"",""prob"":0.35771}]"
S04_rain_s4,S04,video_016,dev,corrupted,rain,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/rain/s4/S04_rain_s4.mp4,"{""mask_mean"":0.06579120457172394,""severity"":0.55,""alpha"":0.19627713648154707,""eta"":1.2629215961004252,""depth_separation_exp"":1.6,""density"":0.0051556909562254505,""density_far"":0.003351199121546543,""density_near"":0.0018044918346789075,""base_angle_deg"":73.27579348044995,""far_angle_deg"":78.52697588419565,""near_angle_deg"":80.66157363940107,""blur_sigma"":0.5375221196961957,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.1125,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""extra_desat"":0.033,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.473973,0.216581,compression,0.999998,"{""haze_fog"":0.443034,""rain"":0.051815,""snow"":0.561277,""low_light"":0.054232,""motion_blur"":0.0,""defocus_blur"":0.001478,""glare_flare"":0.047716,""vignetting"":0.499933,""sensor_noise"":3.9e-05,""exposure_shift"":0.267322,""compression"":0.999998,""lens_occlusion"":0.011089}","{""haze_fog"":0.060233,""rain"":0.311961,""snow"":0.438532,""low_light"":0.229854,""motion_blur"":0.001894,""defocus_blur"":0.010559,""glare_flare"":0.214254,""vignetting"":0.126021,""sensor_noise"":0.009016,""exposure_shift"":0.084461,""compression"":0.023084,""lens_occlusion"":0.070805}","[{""issue"":""compression"",""prob"":0.999998},{""issue"":""snow"",""prob"":0.561277},{""issue"":""vignetting"",""prob"":0.499933},{""issue"":""haze_fog"",""prob"":0.443034},{""issue"":""exposure_shift"",""prob"":0.267322}]"
S04_rain_s5,S04,video_016,dev,corrupted,rain,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/rain/s5/S04_rain_s5.mp4,"{""mask_mean"":0.07909386605024338,""severity"":0.75,""alpha"":0.23149205020600494,""eta"":1.423466054060537,""depth_separation_exp"":1.6,""density"":0.005949180281381699,""density_far"":0.003866967182898105,""density_near"":0.0020822130984835944,""base_angle_deg"":73.98350930920485,""far_angle_deg"":70.95253284473205,""near_angle_deg"":66.48317647433595,""blur_sigma"":0.7063645814841651,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.1425,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""extra_desat"":0.045,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.273573,0.168090,compression,0.999999,"{""haze_fog"":0.535799,""rain"":0.526431,""snow"":0.343342,""low_light"":0.133556,""motion_blur"":0.0,""defocus_blur"":0.001201,""glare_flare"":0.023609,""vignetting"":0.451247,""sensor_noise"":9.8e-05,""exposure_shift"":0.14282,""compression"":0.999999,""lens_occlusion"":0.015267}","{""haze_fog"":0.057689,""rain"":0.458357,""snow"":0.45683,""low_light"":0.270667,""motion_blur"":0.001621,""defocus_blur"":0.010758,""glare_flare"":0.201489,""vignetting"":0.116181,""sensor_noise"":0.007905,""exposure_shift"":0.076772,""compression"":0.020494,""lens_occlusion"":0.06767}","[{""issue"":""compression"",""prob"":0.999999},{""issue"":""haze_fog"",""prob"":0.535799},{""issue"":""rain"",""prob"":0.526431},{""issue"":""vignetting"",""prob"":0.451247},{""issue"":""snow"",""prob"":0.343342}]"
S04_snow_s1,S04,video_016,dev,corrupted,snow,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s1/S04_snow_s1.mp4,"{""mask_mean"":0.008723067119717598,""severity"":0.08,""severity_scaled"":0.010606252855487957,""alpha"":0.1082441013755879,""eta"":0.6933975041243521,""depth_separation_exp"":1.4,""density"":0.0012401628456543041,""small_fraction"":0.5973484367861279,""medium_fraction"":0.3,""large_fraction"":0.10265156321387199,""small_density"":0.0007408093372118346,""medium_density"":0.0003720488536962912,""large_density"":0.00012730465474617819,""small_sigma"":0.6095456275699391,""medium_sigma"":1.4169700045687807,""large_sigma"":2.547728137849696,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.023818251027975666,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.918467,0.465966,compression,0.999992,"{""haze_fog"":0.418358,""rain"":0.003559,""snow"":0.000784,""low_light"":3.1e-05,""motion_blur"":0.0,""defocus_blur"":0.00342,""glare_flare"":0.094226,""vignetting"":0.232538,""sensor_noise"":0.0,""exposure_shift"":0.462057,""compression"":0.999992,""lens_occlusion"":0.014017}","{""haze_fog"":0.09199,""rain"":0.178728,""snow"":0.086782,""low_light"":0.072045,""motion_blur"":0.003261,""defocus_blur"":0.009792,""glare_flare"":0.237638,""vignetting"":0.115608,""sensor_noise"":0.002044,""exposure_shift"":0.104876,""compression"":0.023325,""lens_occlusion"":0.113797}","[{""issue"":""compression"",""prob"":0.999992},{""issue"":""exposure_shift"",""prob"":0.462057},{""issue"":""haze_fog"",""prob"":0.418358}]"
S04_snow_s2,S04,video_016,dev,corrupted,snow,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s2/S04_snow_s2.mp4,"{""mask_mean"":0.013371980749070644,""severity"":0.18,""severity_scaled"":0.04565522728706038,""alpha"":0.12516436729478456,""eta"":0.7354599263225688,""depth_separation_exp"":1.4,""density"":0.0017897083586921054,""small_fraction"":0.5885861931782348,""medium_fraction"":0.3,""large_fraction"":0.1114138068217651,""small_density"":0.001053397629741853,""medium_density"":0.0005369125076076316,""large_density"":0.00019939822134262052,""small_sigma"":0.6410897045583543,""medium_sigma"":1.4730483636592966,""large_sigma"":2.7054485227917717,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.03643588182334174,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.816752,0.453503,compression,0.999992,"{""haze_fog"":0.435422,""rain"":0.004837,""snow"":0.001255,""low_light"":5.4e-05,""motion_blur"":0.0,""defocus_blur"":0.003512,""glare_flare"":0.098592,""vignetting"":0.201147,""sensor_noise"":0.0,""exposure_shift"":0.493749,""compression"":0.999992,""lens_occlusion"":0.016301}","{""haze_fog"":0.094503,""rain"":0.182094,""snow"":0.089195,""low_light"":0.071954,""motion_blur"":0.003253,""defocus_blur"":0.009832,""glare_flare"":0.244083,""vignetting"":0.116947,""sensor_noise"":0.002209,""exposure_shift"":0.111455,""compression"":0.023365,""lens_occlusion"":0.115525}","[{""issue"":""compression"",""prob"":0.999992},{""issue"":""exposure_shift"",""prob"":0.493749},{""issue"":""haze_fog"",""prob"":0.435422}]"
S04_snow_s3,S04,video_016,dev,corrupted,snow,3,s3,0.35,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s3/S04_snow_s3.mp4,"{""mask_mean"":0.027689728885889053,""severity"":0.35,""severity_scaled"":0.15112018613329828,""alpha"":0.16316024796353237,""eta"":0.8956594961941173,""depth_separation_exp"":1.4,""density"":0.003971794899346274,""small_fraction"":0.5622199534666754,""medium_fraction"":0.3,""large_fraction"":0.13778004653332457,""small_density"":0.002233022343489641,""medium_density"":0.0011915384698038822,""large_density"":0.0005472340860527508,""small_sigma"":0.7360081675199684,""medium_sigma"":1.6417922978132773,""large_sigma"":3.1800408375998424,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.07440326700798738,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.644424,0.458484,compression,0.999995,"{""haze_fog"":0.505635,""rain"":0.002422,""snow"":0.002232,""low_light"":0.000163,""motion_blur"":0.0,""defocus_blur"":0.003137,""glare_flare"":0.076541,""vignetting"":0.368407,""sensor_noise"":0.0,""exposure_shift"":0.510984,""compression"":0.999995,""lens_occlusion"":0.008228}","{""haze_fog"":0.090585,""rain"":0.180349,""snow"":0.115764,""low_light"":0.090602,""motion_blur"":0.00267,""defocus_blur"":0.009307,""glare_flare"":0.215896,""vignetting"":0.114761,""sensor_noise"":0.002961,""exposure_shift"":0.110043,""compression"":0.022146,""lens_occlusion"":0.10027}","[{""issue"":""compression"",""prob"":0.999995},{""issue"":""exposure_shift"",""prob"":0.510984},{""issue"":""haze_fog"",""prob"":0.505635},{""issue"":""vignetting"",""prob"":0.368407}]"
S04_snow_s4,S04,video_016,dev,corrupted,snow,4,s4,0.55,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s4/S04_snow_s4.mp4,"{""mask_mean"":0.07346011698246002,""severity"":0.55,""severity_scaled"":0.34092028363462246,""alpha"":0.2442847145384293,""eta"":1.0563723475540994,""depth_separation_exp"":1.4,""density"":0.0072085274914269705,""small_fraction"":0.5147699290913443,""medium_fraction"":0.3,""large_fraction"":0.18523007090865562,""small_density"":0.003710733185614868,""medium_density"":0.0021625582474280912,""large_density"":0.0013352360583840112,""small_sigma"":0.9068282552711602,""medium_sigma"":1.945472453815396,""large_sigma"":4.034141276355801,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.14273130210846408,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.442871,0.417886,compression,0.999998,"{""haze_fog"":0.622641,""rain"":0.001111,""snow"":0.094483,""low_light"":0.000999,""motion_blur"":0.0,""defocus_blur"":0.002169,""glare_flare"":0.030921,""vignetting"":0.519861,""sensor_noise"":0.0,""exposure_shift"":0.55073,""compression"":0.999998,""lens_occlusion"":0.006969}","{""haze_fog"":0.083652,""rain"":0.185627,""snow"":0.210002,""low_light"":0.140131,""motion_blur"":0.001516,""defocus_blur"":0.007579,""glare_flare"":0.183,""vignetting"":0.113015,""sensor_noise"":0.004,""exposure_shift"":0.107905,""compression"":0.01764,""lens_occlusion"":0.088526}","[{""issue"":""compression"",""prob"":0.999998},{""issue"":""haze_fog"",""prob"":0.622641},{""issue"":""exposure_shift"",""prob"":0.55073},{""issue"":""vignetting"",""prob"":0.519861}]"
S04_snow_s5,S04,video_016,dev,corrupted,snow,5,s5,0.75,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/snow/s5/S04_snow_s5.mp4,"{""mask_mean"":0.14382480084896088,""severity"":0.75,""severity_scaled"":0.5958134105899568,""alpha"":0.3531475921273035,""eta"":1.3503913505035525,""depth_separation_exp"":1.4,""density"":0.012632003865424547,""small_fraction"":0.45104664735251077,""medium_fraction"":0.3,""large_fraction"":0.2489533526474892,""small_density"":0.005697622992843699,""medium_density"":0.003789601159627364,""large_density"":0.003144779712953484,""small_sigma"":1.1362320695309611,""medium_sigma"":2.353301456943931,""large_sigma"":5.181160347654806,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.23449282781238445,""apply_overcast_sky"":true,""overcast_mask_mean"":0.13732798397541046,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.243164,0.307799,compression,0.999999,"{""haze_fog"":0.820931,""rain"":0.000254,""snow"":0.688145,""low_light"":0.010956,""motion_blur"":0.0,""defocus_blur"":0.001467,""glare_flare"":0.009138,""vignetting"":0.583481,""sensor_noise"":4e-06,""exposure_shift"":0.559904,""compression"":0.999999,""lens_occlusion"":0.005632}","{""haze_fog"":0.089767,""rain"":0.194138,""snow"":0.362991,""low_light"":0.215036,""motion_blur"":0.00099,""defocus_blur"":0.006929,""glare_flare"":0.172218,""vignetting"":0.115505,""sensor_noise"":0.006566,""exposure_shift"":0.118267,""compression"":0.014707,""lens_occlusion"":0.081788}","[{""issue"":""compression"",""prob"":0.999999},{""issue"":""haze_fog"",""prob"":0.820931},{""issue"":""snow"",""prob"":0.688145},{""issue"":""vignetting"",""prob"":0.583481},{""issue"":""exposure_shift"",""prob"":0.559904}]"
